Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),CHAMBER_THERMALZONE:Zone Mean Air Temperature [C](TimeStep),HANGER_THERMALZONE:Zone Mean Air Temperature [C](TimeStep),CHAMBER_THERMALZONE:Zone Air Temperature [C](TimeStep),CHAMBER_THERMALZONE:Zone Air System Sensible Heating Energy [J](TimeStep),CHAMBER_THERMALZONE:Zone Air System Sensible Cooling Energy [J](TimeStep),HANGER_THERMALZONE:Zone Air Temperature [C](TimeStep),HANGER_THERMALZONE:Zone Air System Sensible Heating Energy [J](TimeStep),HANGER_THERMALZONE:Zone Air System Sensible Cooling Energy [J](TimeStep),CHAMBER_IDEALLOADS:Zone Ideal Loads Supply Air Mass Flow Rate [kg/s](TimeStep),CHAMBER_IDEALLOADS:Zone Ideal Loads Supply Air Temperature [C](TimeStep),HANGER_IDEALLOADS:Zone Ideal Loads Supply Air Mass Flow Rate [kg/s](TimeStep),HANGER_IDEALLOADS:Zone Ideal Loads Supply Air Temperature [C](TimeStep),NODE 6:System Node Mass Flow Rate [kg/s](TimeStep),NODE 5:System Node Mass Flow Rate [kg/s](TimeStep),NODE 4:System Node Mass Flow Rate [kg/s](TimeStep),NODE 3:System Node Mass Flow Rate [kg/s](TimeStep),NODE 2:System Node Mass Flow Rate [kg/s](TimeStep),NODE 1:System Node Mass Flow Rate [kg/s](TimeStep),CHAMBER_SPLITAC OA NODE:System Node Mass Flow Rate [kg/s](TimeStep),MODEL OUTDOOR AIR NODE:System Node Mass Flow Rate [kg/s](TimeStep),CHAMBER_IDEALLOADS OUTDOOR AIR INLET NODE:System Node Mass Flow Rate [kg/s](TimeStep),HANGER_IDEALLOADS OUTDOOR AIR INLET NODE:System Node Mass Flow Rate [kg/s](TimeStep),CHAMBER_THERMALZONE:Zone Mechanical Ventilation Mass Flow Rate [kg/s](TimeStep),HANGER_THERMALZONE:Zone Mechanical Ventilation Mass Flow Rate [kg/s](TimeStep),Electricity:Facility [J](Hourly) 
 07/21  00:01:00,30.19,33.56277019405785,30.008641347521532,33.56277019405785,0.0,0.0,30.008641347521532,0.0,0.0,0.0,33.52582527039669,0.0,30.03077978983746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  00:02:00,30.19,33.63950763387786,29.974215923584232,33.63950763387786,0.0,0.0,29.974215923584232,0.0,0.0,0.0,33.56277019405785,0.0,30.008641347521532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  00:03:00,30.19,33.73375404219708,29.937885881202238,33.73375404219708,0.0,0.0,29.937885881202238,0.0,0.0,0.0,33.63950763387786,0.0,29.974215923584232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  00:04:00,30.19,33.82893655149055,29.904341876299156,33.82893655149055,0.0,0.0,29.904341876299156,0.0,0.0,0.0,33.73375404219708,0.0,29.937885881202238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  00:05:00,30.19,33.91831546728951,29.874483900448002,33.91831546728951,0.0,0.0,29.874483900448002,0.0,0.0,0.0,33.82893655149055,0.0,29.904341876299156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  00:06:00,30.19,34.00059965992894,29.847852324419424,34.00059965992894,0.0,0.0,29.847852324419424,0.0,0.0,0.0,33.91831546728951,0.0,29.874483900448002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  00:07:00,30.19,34.07673918942012,29.82384668766315,34.07673918942012,0.0,0.0,29.82384668766315,0.0,0.0,0.0,34.00059965992894,0.0,29.847852324419424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  00:08:00,30.19,34.147824866372446,29.802046558288403,34.147824866372446,0.0,0.0,29.802046558288403,0.0,0.0,0.0,34.07673918942012,0.0,29.82384668766315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  00:09:00,30.19,34.214812858629635,29.782188430604315,34.214812858629635,0.0,0.0,29.782188430604315,0.0,0.0,0.0,34.147824866372446,0.0,29.802046558288403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  00:10:00,30.19,34.278335954893706,29.764086192944788,34.278335954893706,0.0,0.0,29.764086192944788,0.0,0.0,0.0,34.214812858629635,0.0,29.782188430604315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
