timestamp,outside_t,outside_h,outside_c,outside_p,outside_a,outside_v,room_1_t,room_1_h,room_1_c,room_1_p,room_1_a,room_1_v,room_2_t,room_2_h,room_2_c,room_2_p,room_2_a,room_2_v,room_3_t,room_3_h,room_3_c,room_3_p,room_3_a,room_3_v,supply_t,supply_h,supply_c,supply_p,supply_a,supply_v,return_t,return_h,return_c,return_p,return_a,return_v,mixed_t,mixed_h,mixed_c,mixed_p,mixed_a,mixed_v,cooler_t,cooler_h,cooler_c,cooler_p,cooler_a,cooler_v,heated_t,heated_h,heated_c,heated_p,heated_a,heated_v,mixer,fan,flowrate,coolerState,heaterState,humidifierState
2026-07-31T08:50:34.751Z,31.5,66.8,414,0,1,30,23.4,67.6,0,952.1,0,0,27.3,62.2,423,0,1,34,0,0,0,0,0,0,28.3,61.8,434,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,55,0,0,0,0
2026-07-31T08:50:39.687Z,31.5,66.8,424,0,1,34,23.4,67.6,0,952.1,0,0,27.3,62.2,410,0,1,28,0,0,0,0,0,0,28.3,61.8,411,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,55,0,0,0,0
2026-07-31T08:50:44.697Z,31.5,67,457,0,1,50,23.4,67.6,0,952.1,0,0,27.3,62.2,424,0,1,35,0,0,0,0,0,0,28.3,61.8,419,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,55,0,0,0,0
2026-07-31T08:50:49.689Z,31.6,67.1,435,0,1,40,23.4,67.6,0,952.1,0,0,27.3,62.2,432,0,1,38,0,0,0,0,0,0,28.3,61.8,417,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,55,0,0,0,0
2026-07-31T08:50:54.686Z,31.5,67,433,0,1,38,23.4,67.6,0,952.4,0,0,27.4,62.1,414,0,1,30,0,0,0,0,0,0,28.3,61.8,449,0,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,55,0,0,0,0
2026-07-31T08:50:59.688Z,31.5,67.1,452,0,1,48,23.4,67.6,0,952.4,0,0,27.4,62.1,440,0,1,42,0,0,0,0,0,0,28.1,69.5,470,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,55,0,0,0,0
2026-07-31T08:51:04.687Z,31.5,67.2,423,0,1,34,23.4,67.6,0,952.8,0,0,27.4,62.1,419,0,1,32,0,0,0,0,0,0,28.1,69.5,448,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,55,0,0,0,0
2026-07-31T08:51:09.687Z,31.5,67.3,435,0,1,40,23.4,67.6,0,952.8,0,0,27.4,62.1,437,0,1,40,0,0,0,0,0,0,27.4,76.6,400,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,55,0,0,0,0
2026-07-31T08:51:14.692Z,31.6,67.2,434,0,1,39,23.4,67.4,0,952.7,0,0,27.4,62.3,429,0,1,37,0,0,0,0,0,0,26.6,79,400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,55,0,0,0,0
2026-07-31T08:51:19.692Z,31.6,66.9,437,0,1,40,23.4,67.4,0,952.7,0,0,27.4,62.3,413,0,1,29,0,0,0,0,0,0,26.6,79,400,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,55,0,0,0,0
