timestamp,outside_t,fan_pct,mixer_pct,mixer_area_cm2,mixer_area_m2,air_velocity_m_s,volumetric_flow_m3_s,mass_flow_kg_s
2026-07-21T08:14:33.328Z,32.779,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:14:38.323Z,32.721,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:14:43.328Z,32.656,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:14:48.334Z,32.588,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:14:53.330Z,32.601,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:14:58.335Z,32.596,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:15:03.338Z,32.606,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:15:08.335Z,32.644,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:15:13.337Z,32.591,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:15:18.334Z,32.512,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:15:23.337Z,32.558,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:15:28.326Z,32.537,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:15:33.326Z,32.597,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:15:38.330Z,32.597,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:15:43.339Z,32.688,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:15:48.325Z,32.688,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:15:53.339Z,32.726,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:15:58.326Z,32.746,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:16:03.326Z,32.733,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:16:08.338Z,32.735,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:16:13.323Z,32.685,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:16:18.326Z,32.585,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:16:23.336Z,32.534,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:16:28.335Z,32.476,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:16:33.338Z,32.44,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:16:38.327Z,32.446,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:16:43.335Z,32.473,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:16:48.324Z,32.451,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:16:53.335Z,32.416,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:16:58.328Z,32.395,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:17:03.430Z,32.422,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:17:08.325Z,32.48,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:17:13.335Z,32.542,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:17:18.328Z,32.542,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:17:23.328Z,32.557,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:17:28.324Z,32.557,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:17:33.327Z,32.558,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:17:38.327Z,32.592,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:17:43.327Z,32.553,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:17:48.327Z,32.587,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:17:53.327Z,32.61,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:17:58.327Z,32.591,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:18:03.327Z,32.626,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:18:08.364Z,32.644,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:18:13.328Z,32.665,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:18:18.325Z,32.626,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:18:23.327Z,32.606,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:18:28.326Z,32.571,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:18:33.327Z,32.571,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:18:38.326Z,32.492,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:18:43.325Z,32.492,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:18:48.325Z,32.42,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:18:53.326Z,32.42,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:18:58.326Z,32.424,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:19:03.324Z,32.445,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:19:08.325Z,32.469,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:19:13.326Z,32.507,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:19:18.326Z,32.493,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:19:23.325Z,32.499,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:19:28.324Z,32.549,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:19:33.325Z,32.567,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:19:38.325Z,32.616,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:19:43.326Z,32.64,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:19:48.324Z,32.631,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:19:53.325Z,32.683,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:19:58.324Z,32.708,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:20:03.323Z,32.732,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:20:08.324Z,32.753,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:20:13.324Z,32.753,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:20:18.326Z,32.808,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:20:23.328Z,32.808,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:20:28.325Z,32.831,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:20:33.325Z,32.831,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:20:38.324Z,32.838,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:20:43.333Z,32.862,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:20:48.339Z,32.8,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:20:53.331Z,32.747,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:20:58.458Z,32.735,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:21:03.330Z,32.743,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:21:08.531Z,32.759,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:21:13.330Z,32.806,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:21:18.325Z,32.774,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:21:23.328Z,32.7,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:21:28.324Z,32.604,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:21:33.336Z,32.568,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:21:38.329Z,32.568,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:21:43.324Z,32.518,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:21:48.325Z,32.518,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:21:53.324Z,32.473,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:21:58.323Z,32.483,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:22:03.327Z,32.517,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:22:08.325Z,32.581,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:22:13.326Z,32.615,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:22:18.329Z,32.669,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:22:23.328Z,32.637,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
2026-07-21T08:22:28.324Z,32.698,69,0,0,0.0,8.74,0.08305899737193374,0.09967079684632049
