timestamp,outside_t,outside_h,outside_c,outside_p,outside_a,outside_v,room_1_t,room_1_h,room_1_c,room_1_p,room_1_a,room_1_v,room_2_t,room_2_h,room_2_c,room_2_p,room_2_a,room_2_v,room_3_t,room_3_h,room_3_c,room_3_p,room_3_a,room_3_v,supply_t,supply_h,supply_c,supply_p,supply_a,supply_v,return_t,return_h,return_c,return_p,return_a,return_v,mixed_t,mixed_h,mixed_c,mixed_p,mixed_a,mixed_v,cooler_t,cooler_h,cooler_c,cooler_p,cooler_a,cooler_v,heated_t,heated_h,heated_c,heated_p,heated_a,heated_v,mixer,fan,flowrate,coolerState,heaterState,humidifierState
2026-07-21T07:43:58.340Z,32.3,62.58,460.0,0,1,52,28.01,71.31,,955.803,0,0,32.08,67.32,484.0,0,1,64,31.58,70.84,514.0,0,2,80,32.05,69.51,498.0,0,2,71,31.86,66.11,462.0,0,1,52,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,0,0,0,0,0,0
2026-07-21T07:44:03.380Z,32.3,62.58,460.7,0,1,55,28.01,71.31,,955.775,0,0,32.08,67.32,481.4,0,1,50,31.58,70.83,515.9,0,2,90,32.05,69.51,497.0,0,2,66,31.86,66.11,460.9,0,1,47,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,0,0,0,0,0,0
2026-07-21T07:44:08.345Z,32.3,62.58,459.03,0,1,44,28.01,71.31,,955.775,0,0,32.07,67.32,479.76,0,1,54,31.58,70.82,510.11,0,1,50,32.05,69.51,494.6,0,1,58,31.86,66.12,460.31,0,1,49,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,0,0,0,0,0,0
2026-07-21T07:44:13.344Z,32.31,62.58,453.13,0,1,23,28.01,71.31,,955.775,0,0,32.07,67.32,476.98,0,1,48,31.58,70.81,511.0,0,2,82,32.05,69.5,492.54,0,1,59,31.86,66.13,461.28,0,1,56,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,0,0,0,0,0,0
2026-07-21T07:44:18.343Z,32.31,62.58,448.81,0,1,28,28.01,71.31,,955.867,0,0,32.07,67.31,475.39,0,1,52,31.58,70.79,512.3,0,2,85,32.05,69.49,490.19,0,1,56,31.86,66.14,460.85,0,1,50,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,0,0,0,0,0,0
2026-07-21T07:44:23.354Z,32.32,62.55,446.33,0,1,34,28.01,71.3,,955.811,0,0,32.07,67.31,473.55,0,1,50,31.59,70.77,512.27,0,2,79,32.04,69.49,488.77,0,1,59,31.86,66.15,459.37,0,1,45,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,0,0,0,0,0,0
2026-07-21T07:44:28.346Z,32.33,62.53,445.5,0,1,41,28.01,71.3,,955.763,0,0,32.07,67.31,473.29,0,1,57,31.59,70.76,512.34,0,2,79,32.04,69.48,486.99,0,1,57,31.87,66.16,460.93,0,1,59,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,0,0,0,0,0,0
2026-07-21T07:44:33.339Z,32.34,62.51,445.15,0,1,43,28.02,71.29,,955.819,0,0,32.07,67.3,474.16,0,1,63,31.59,70.74,513.31,0,2,84,32.04,69.48,485.49,0,1,57,31.87,66.18,461.14,0,1,53,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,0,0,0,0,0,0
2026-07-21T07:44:38.344Z,32.34,62.48,444.73,0,1,42,28.02,71.28,,955.811,0,0,32.07,67.3,473.95,0,1,58,31.59,70.71,512.08,0,2,72,32.04,69.48,484.34,0,1,58,31.87,66.19,462.62,0,1,59,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,0,0,0,0,0,0
2026-07-21T07:44:43.344Z,32.35,62.46,444.76,0,1,44,28.02,71.27,,955.867,0,0,32.07,67.28,472.05,0,1,49,31.59,70.69,512.67,0,2,82,32.04,69.48,481.81,0,1,51,31.87,66.2,461.06,0,1,45,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,0,0,0,0,0,0
2026-07-21T07:44:48.340Z,32.36,62.42,447.39,0,1,57,28.02,71.26,,955.783,0,0,32.07,67.26,470.45,0,1,50,31.59,70.66,514.2,0,2,88,32.04,69.48,480.93,0,1,58,31.87,66.2,459.65,0,1,45,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,0,0,0,0,0,0
2026-07-21T07:44:53.344Z,32.36,62.4,451.05,0,1,64,28.02,71.24,,955.811,0,0,32.07,67.24,467.8,0,1,44,31.6,70.63,513.63,0,2,72,32.04,69.48,480.53,0,1,60,31.87,66.19,461.39,0,1,60,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,0,0,0,0,0,0
