timestamp,outside_t,outside_h,outside_c,outside_p,outside_a,outside_v,room_1_t,room_1_h,room_1_c,room_1_p,room_1_a,room_1_v,room_2_t,room_2_h,room_2_c,room_2_p,room_2_a,room_2_v,room_3_t,room_3_h,room_3_c,room_3_p,room_3_a,room_3_v,supply_t,supply_h,supply_c,supply_p,supply_a,supply_v,return_t,return_h,return_c,return_p,return_a,return_v,mixed_t,mixed_h,mixed_c,mixed_p,mixed_a,mixed_v,cooler_t,cooler_h,cooler_c,cooler_p,cooler_a,cooler_v,heated_t,heated_h,heated_c,heated_p,heated_a,heated_v,mixer,fan,flowrate,coolerState,heaterState,humidifierState,m_sa_kgs
2026-07-31T03:55:17.380Z,29.6,72.7,416.0,0,1,31,23.7,55.4,,955.4,0,0,27.3,51.9,413.0,0,1,29,,0.0,,0,0,0,17.6,77.9,412.0,0,1,29,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593
2026-07-31T03:55:22.379Z,29.6,72.69,414.9,0,1,26,23.7,55.4,,955.5,0,0,27.3,51.89,414.1,0,1,34,,0.0,,0,0,0,17.6,77.91,412.1,0,1,29,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593
2026-07-31T03:55:27.379Z,29.6,72.64,413.41,0,1,16,23.7,55.4,,955.5,0,0,27.3,51.88,415.59,0,1,37,,0.0,,0,0,0,17.6,77.92,412.19,0,1,30,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593
2026-07-31T03:55:32.379Z,29.59,72.55,412.07,0,1,18,23.7,55.4,,955.4,0,0,27.3,51.87,416.83,0,1,36,,0.0,,0,0,0,17.6,77.93,414.17,0,1,38,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593
2026-07-31T03:55:37.380Z,29.59,72.39,410.86,0,1,19,23.7,55.4,,955.4,0,0,27.3,51.87,417.75,0,1,35,,0.0,,0,0,0,17.6,77.93,414.95,0,1,34,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593
2026-07-31T03:55:42.478Z,29.59,72.24,409.78,0,1,22,23.7,55.39,,955.4,0,0,27.3,51.86,418.97,0,1,37,,0.0,,0,0,0,17.6,77.93,415.76,0,1,34,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593
2026-07-31T03:55:47.381Z,29.59,72.09,408.9,0,1,24,23.7,55.39,,955.5,0,0,27.3,51.85,420.68,0,1,40,,0.0,,0,0,0,17.6,77.92,417.68,0,1,39,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593
2026-07-31T03:55:52.384Z,29.58,71.92,408.01,0,1,19,23.7,55.38,,955.4,0,0,27.3,51.84,418.61,0,1,23,,0.0,,0,0,0,17.6,77.91,418.01,0,1,33,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593
2026-07-31T03:55:57.378Z,29.58,71.7,407.61,0,1,25,23.7,55.37,,955.4,0,0,27.3,51.82,419.55,0,1,36,,0.0,,0,0,0,17.6,77.9,418.01,0,1,32,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593
2026-07-31T03:56:02.482Z,29.57,71.49,407.05,0,1,25,23.7,55.37,,955.4,0,0,27.3,51.81,418.79,0,1,29,,0.0,,0,0,0,17.6,77.88,416.31,0,1,24,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593
2026-07-31T03:56:07.378Z,29.56,71.32,406.34,0,1,10,23.7,55.36,,955.5,0,0,27.3,51.8,416.91,0,1,23,,0.0,,0,0,0,17.6,77.86,414.68,0,1,23,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593
2026-07-31T03:56:12.383Z,29.55,71.18,405.71,0,1,13,23.7,55.35,,955.5,0,0,27.3,51.79,416.32,0,1,28,,0.0,,0,0,0,17.6,77.84,414.01,0,1,27,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593
