timestamp,outside_t,outside_h,outside_c,outside_p,outside_a,outside_v,room_1_t,room_1_h,room_1_c,room_1_p,room_1_a,room_1_v,room_2_t,room_2_h,room_2_c,room_2_p,room_2_a,room_2_v,room_3_t,room_3_h,room_3_c,room_3_p,room_3_a,room_3_v,supply_t,supply_h,supply_c,supply_p,supply_a,supply_v,return_t,return_h,return_c,return_p,return_a,return_v,mixed_t,mixed_h,mixed_c,mixed_p,mixed_a,mixed_v,cooler_t,cooler_h,cooler_c,cooler_p,cooler_a,cooler_v,heated_t,heated_h,heated_c,heated_p,heated_a,heated_v,mixer,fan,flowrate,coolerState,heaterState,humidifierState,m_sa_kgs
2026-07-31T08:50:34.751Z,31.5,66.8,414.0,0,1,30,23.4,67.6,,952.1,0,0,27.3,62.2,423.0,0,1,34,24.0,0.0,,0,0,0,28.3,61.8,434.0,0,1,39,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:50:39.687Z,31.5,66.8,415.0,0,1,34,23.4,67.6,,952.1,0,0,27.3,62.2,421.7,0,1,28,24.0,0.0,,0,0,0,28.3,61.8,431.7,0,1,29,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:50:44.697Z,31.5,66.82,419.2,0,1,50,23.4,67.6,,952.1,0,0,27.3,62.2,421.93,0,1,35,24.0,0.0,,0,0,0,28.3,61.8,430.43,0,1,32,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:50:49.689Z,31.51,66.85,420.78,0,1,40,23.4,67.6,,952.1,0,0,27.3,62.2,422.94,0,1,38,24.0,0.0,,0,0,0,28.3,61.8,429.09,0,1,31,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:50:54.686Z,31.51,66.86,422.0,0,1,38,23.4,67.6,,952.4,0,0,27.31,62.19,422.04,0,1,30,24.0,0.0,,0,0,0,28.3,61.8,431.08,0,1,46,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:50:59.688Z,31.51,66.89,425.0,0,1,48,23.4,67.6,,952.4,0,0,27.32,62.18,423.84,0,1,42,24.0,0.0,,0,0,0,28.28,62.57,434.97,0,1,56,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:51:04.687Z,31.51,66.92,424.8,0,1,34,23.4,67.6,,952.8,0,0,27.33,62.17,423.36,0,1,32,24.0,0.0,,0,0,0,28.26,63.26,436.27,0,1,45,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:51:09.687Z,31.51,66.96,425.82,0,1,40,23.4,67.6,,952.8,0,0,27.33,62.17,424.72,0,1,40,24.0,0.0,,0,0,0,28.18,64.6,432.65,0,1,16,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:51:14.692Z,31.52,66.98,426.64,0,1,39,23.4,67.58,,952.7,0,0,27.34,62.18,425.15,0,1,37,24.0,0.0,,0,0,0,28.02,66.04,429.38,0,1,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:51:19.692Z,31.52,66.97,427.68,0,1,40,23.4,67.56,,952.7,0,0,27.35,62.19,423.93,0,1,29,24.0,0.0,,0,0,0,27.88,67.33,426.44,0,1,2,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:51:24.686Z,31.53,66.95,430.31,0,1,48,23.4,67.6,,952.7,0,0,27.35,62.25,422.94,0,1,30,24.0,0.0,,0,0,0,27.71,68.59,423.8,0,1,7,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:51:29.693Z,31.54,66.89,431.78,0,1,44,23.4,67.72,,952.8,0,0,27.36,62.37,420.65,0,1,24,24.0,0.0,,0,0,0,27.53,69.72,421.42,0,1,3,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:51:34.693Z,31.54,66.81,432.3,0,1,40,23.4,67.82,,952.8,0,0,27.36,62.47,419.68,0,1,29,24.0,0.0,,0,0,0,27.37,70.74,419.28,0,1,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:51:39.692Z,31.54,66.71,430.37,0,1,29,23.41,67.98,,952.8,0,0,27.36,62.62,418.11,0,1,25,24.0,0.0,,0,0,0,27.17,71.57,417.35,0,1,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:51:44.692Z,31.54,66.62,429.33,0,1,33,23.42,68.12,,952.8,0,0,27.35,62.8,417.2,0,1,28,24.0,0.0,,0,0,0,26.95,72.22,415.61,0,1,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:51:49.686Z,31.53,66.53,426.4,0,1,18,23.43,68.3,,952.8,0,0,27.34,62.98,415.48,0,1,23,24.0,0.0,,0,0,0,26.73,72.73,414.05,0,1,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:51:54.692Z,31.53,66.44,428.56,0,1,45,23.43,68.46,,952.8,0,0,27.34,63.14,415.53,0,1,31,24.0,0.0,,0,0,0,26.52,73.18,412.65,0,1,4,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:51:59.692Z,31.53,66.37,434.1,0,1,63,23.44,68.63,,952.9,0,0,27.35,63.31,418.58,0,1,45,24.0,0.0,,0,0,0,26.3,73.54,411.38,0,1,11,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:52:04.692Z,31.52,66.29,436.49,0,1,50,23.45,68.78,,952.8,0,0,27.34,63.46,418.22,0,1,30,24.0,0.0,,0,0,0,26.07,73.81,410.24,0,1,12,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:52:09.690Z,31.52,66.2,439.34,0,1,54,23.45,68.92,,952.8,0,0,27.34,63.59,417.9,0,1,30,24.0,0.0,,0,0,0,25.86,74.06,409.22,0,1,12,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:52:14.691Z,31.53,66.14,440.61,0,1,48,23.46,69.05,,952.8,0,0,27.33,63.72,417.81,0,1,31,24.0,0.0,,0,0,0,25.66,74.24,408.3,0,1,19,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:52:19.688Z,31.54,66.08,442.2,0,2,84,23.46,69.18,,952.7,0,0,27.33,63.84,420.03,0,1,42,24.0,0.0,,0,0,0,25.44,74.39,407.77,0,1,29,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:52:24.692Z,31.54,66.03,444.08,0,2,115,23.47,69.28,,952.8,0,0,27.33,63.94,421.73,0,1,40,24.0,0.0,,0,0,0,25.25,74.52,407.59,0,1,26,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:52:29.690Z,31.55,66.01,446.22,0,2,126,23.47,69.37,,952.8,0,0,27.32,64.02,419.95,0,1,26,24.0,0.0,,0,0,0,25.04,74.61,407.43,0,1,26,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:52:34.687Z,31.55,65.98,448.6,0,2,105,23.47,69.45,,952.7,0,0,27.32,64.1,418.56,0,1,26,24.0,0.0,,0,0,0,24.84,74.68,406.69,0,1,11,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:52:39.686Z,31.55,65.95,451.19,0,2,102,23.47,69.52,,952.8,0,0,27.32,64.17,417.2,0,1,26,24.0,0.0,,0,0,0,24.65,74.74,406.02,0,1,22,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
2026-07-31T08:52:44.685Z,31.55,65.92,453.97,0,2,84,23.48,69.58,,952.8,0,0,27.32,64.23,415.48,0,1,21,24.0,0.0,,0,0,0,24.46,74.78,405.42,0,1,20,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,55,0,0,0,0,0.0855
