timestamp,outside_t,outside_h,outside_c,outside_p,outside_a,outside_v,room_1_t,room_1_h,room_1_c,room_1_p,room_1_a,room_1_v,room_2_t,room_2_h,room_2_c,room_2_p,room_2_a,room_2_v,room_3_t,room_3_h,room_3_c,room_3_p,room_3_a,room_3_v,supply_t,supply_h,supply_c,supply_p,supply_a,supply_v,return_t,return_h,return_c,return_p,return_a,return_v,mixed_t,mixed_h,mixed_c,mixed_p,mixed_a,mixed_v,cooler_t,cooler_h,cooler_c,cooler_p,cooler_a,cooler_v,heated_t,heated_h,heated_c,heated_p,heated_a,heated_v,mixer,fan,flowrate,coolerState,heaterState,humidifierState,T_z_weighted,RH_z_weighted,CO2_z_weighted,m_sa_kgs
2026-07-31T03:37:33.156Z,28.97859992070133,74.29168868447906,435.82106862240425,0,1,38,24.40068194613488,65.1649014587869,,955.4,0,0,28.00238076530449,60.62022415788877,445.01644544407145,0,1,48,,,,0,0,0,18.008436247182214,76.44364820710031,439.84786899225304,0,1,45,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,100,50,0,0,0,0,25.84136147380272,63.34703053842765,445.01644544407145,0.0615814991956671
2026-07-31T03:37:38.156Z,28.9807399286312,74.27251981603115,434.4389617601638,0,1,33,24.400613751521387,65.0584113129082,,955.4,0,0,28.002142688774043,60.5382017420999,443.5148008996643,0,1,37,,,,0,0,0,18.007592622463992,76.45928338639028,440.86308209302774,0,1,47,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,100,50,0,0,0,0,25.84122532642245,63.250327484584886,443.5148008996643,0.0615814991956671
2026-07-31T03:37:43.156Z,28.98266593576808,74.21526783442805,433.6950655841474,0,1,36,24.40055237636925,64.95257018161739,,955.4,0,0,28.00192841989664,60.43438156788992,442.9633208096979,0,1,41,,,,0,0,0,18.006833360217595,76.45335504775126,441.376773883725,0,1,44,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,100,50,0,0,0,0,25.84110279378021,63.1452947361264,442.9633208096979,0.0615814991956671
2026-07-31T03:37:48.157Z,28.984399342191274,74.11374105098525,433.8255590257327,0,1,39,24.390497138732325,64.83731316345565,,955.4,0,0,28.001735577906977,60.330943411100925,443.46698872872815,0,1,45,,,,0,0,0,17.996150024195835,76.43801954297614,442.4390964953525,0,1,48,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,100,50,0,0,0,0,25.834992514402188,63.03476526251376,443.46698872872815,0.0615814991956671
2026-07-31T03:37:53.155Z,28.985959407972143,73.97236694588673,431.74300312315944,0,1,30,24.39144742485909,64.71358184711009,,955.4,0,0,28.00156202011628,60.23784906999083,442.62028985585533,0,1,40,,,,0,0,0,17.986535021776252,76.42421758867852,441.69518684581726,0,1,40,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,100,50,0,0,0,0,25.83549326296197,62.92328873626239,442.62028985585533,0.0615814991956671
2026-07-31T03:37:58.156Z,28.98736346717493,73.85513025129806,430.4687028108435,0,1,32,24.392302682373188,64.60222366239908,,955.4,0,0,28.00140581810465,60.13406416299175,439.45826087026984,0,1,29,,,,0,0,0,17.977881519598625,76.40179582981067,442.1256681612356,0,1,45,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,100,50,0,0,0,0,25.83594393666577,62.814959862636144,439.45826087026984,0.0615814991956671
2026-07-31T03:38:03.156Z,28.98862712045744,73.73961722616825,429.4218325297592,0,1,33,24.393072414135872,64.50200129615918,,955.4,0,0,28.00126523629419,60.040657746692574,440.7124347832428,0,1,48,,,,0,0,0,17.970093367638764,76.38161624682961,440.51310134511203,0,1,35,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,100,50,0,0,0,0,25.8363495429992,62.71746387637253,440.7124347832428,0.0615814991956671
2026-07-31T03:38:08.155Z,28.98976440841169,73.62565550355143,429.7796492767833,0,1,39,24.393765172722286,64.41180116654327,,955.4,0,0,28.001138712664773,59.95659197202332,441.84119130491854,0,1,48,,,,0,0,0,17.96308403087489,76.36345462214665,441.56179121060086,0,1,47,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,100,50,0,0,0,0,25.83671458869928,62.62971748873529,441.84119130491854,0.0615814991956671
2026-07-31T03:38:13.155Z,29.000787967570528,73.53308995319628,431.60168434910497,0,1,46,24.39438865545005,64.32062104988894,,955.4,0,0,28.00102484139829,59.86093277482099,442.6570721744267,0,1,47,,,,0,0,0,17.9567756277874,76.34710915993199,441.2056120895408,0,1,41,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,100,50,0,0,0,0,25.83704312982936,62.53674573986176,442.6570721744267,0.0615814991956671
2026-07-31T03:38:18.152Z,29.01070917081348,73.44978095787665,433.4415159141945,0,1,47,24.38494978990505,64.20855894490005,,955.4,0,0,28.00092235725847,59.76483949733889,442.99136495698406,0,1,45,,,,0,0,0,17.941098065008664,76.32239824393879,440.2850508805867,0,1,38,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,100,50,0,0,0,0,25.83133881684642,62.43107116587559,442.99136495698406,0.0615814991956671
