timestamp,outside_t,outside_h,outside_c,outside_p,outside_a,outside_v,room_1_t,room_1_h,room_1_c,room_1_p,room_1_a,room_1_v,room_2_t,room_2_h,room_2_c,room_2_p,room_2_a,room_2_v,room_3_t,room_3_h,room_3_c,room_3_p,room_3_a,room_3_v,supply_t,supply_h,supply_c,supply_p,supply_a,supply_v,return_t,return_h,return_c,return_p,return_a,return_v,mixed_t,mixed_h,mixed_c,mixed_p,mixed_a,mixed_v,cooler_t,cooler_h,cooler_c,cooler_p,cooler_a,cooler_v,heated_t,heated_h,heated_c,heated_p,heated_a,heated_v,mixer,fan,flowrate,coolerState,heaterState,humidifierState,m_sa_kgs,Tz_weighted,RHz_weighted,CO2z_weighted
2026-07-30T08:45:17.501Z,29.7,71.0,420.0,0,1,33,26.4,66.5,,952.1,0,0,29.1,65.8,410.0,0,1,28,,0.0,,0,0,0,21.0,69.5,431.0,0,1,38,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,,52.99,410.0
2026-07-30T08:45:22.500Z,29.7,70.99,420.2,0,1,33,26.4,66.48,,952.1,0,0,29.1,65.75,413.4,0,1,44,,0.0,,0,0,0,21.0,69.51,431.0,0,1,37,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,,52.96,413.4
2026-07-30T08:45:27.494Z,29.7,70.98,421.58,0,1,39,26.4,66.4,,952.1,0,0,29.1,65.65,413.26,0,1,29,,0.0,,0,0,0,20.99,69.52,431.2,0,1,39,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,,52.9,413.26
2026-07-30T08:45:32.496Z,29.7,70.97,423.22,0,1,41,26.4,66.33,,952.1,0,0,29.1,65.55,413.33,0,1,30,,0.0,,0,0,0,20.98,69.53,429.58,0,1,30,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,,52.83,413.33
2026-07-30T08:45:37.493Z,29.7,70.97,423.7,0,1,36,26.39,66.22,,952.1,0,0,29.11,65.42,415.1,0,1,37,,0.0,,0,0,0,20.97,69.53,429.32,0,1,36,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,,52.74,415.1
2026-07-30T08:45:42.498Z,29.7,70.96,422.53,0,1,29,26.38,66.12,,952.1,0,0,29.12,65.29,416.19,0,1,35,,0.0,,0,0,0,20.97,69.54,428.59,0,1,34,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,,52.65,416.19
2026-07-30T08:45:47.497Z,29.7,70.96,424.48,0,1,43,26.37,66.01,,952.1,0,0,29.13,65.12,416.47,0,1,32,,0.0,,0,0,0,20.95,69.59,427.43,0,1,31,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,,52.54,416.47
2026-07-30T08:45:52.497Z,29.7,70.96,424.93,0,1,37,26.37,65.86,,952.1,0,0,29.14,64.93,414.92,0,1,24,,0.0,,0,0,0,20.92,69.63,424.69,0,1,23,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,,52.41,414.92
2026-07-30T08:45:57.494Z,29.7,70.95,424.74,0,1,34,26.36,65.71,,952.1,0,0,29.16,64.73,413.43,0,1,19,,0.0,,0,0,0,20.89,69.68,422.22,0,1,23,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,,52.27,413.43
2026-07-30T08:46:02.497Z,29.7,70.95,426.06,0,1,41,26.35,65.57,,952.1,0,0,29.17,64.55,416.39,0,1,43,,0.0,,0,0,0,20.86,69.72,420.6,0,1,26,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,,52.15,416.39
2026-07-30T08:46:07.496Z,29.7,70.94,427.36,0,1,42,26.35,65.42,,952.1,0,0,29.19,64.36,416.55,0,1,32,,0.0,,0,0,0,20.84,69.76,419.14,0,1,26,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,,52.02,416.55
2026-07-30T08:46:12.496Z,29.7,70.95,426.12,0,1,30,26.34,65.27,,952.1,0,0,29.2,64.16,418.29,0,1,39,,0.0,,0,0,0,20.81,69.8,417.62,0,1,25,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,,51.88,418.29
2026-07-30T08:46:17.493Z,29.7,70.95,426.91,0,1,39,26.34,65.09,,952.2,0,0,29.21,63.93,416.47,0,1,17,,0.0,,0,0,0,20.79,69.84,418.16,0,1,34,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,,51.72,416.47
2026-07-30T08:46:22.493Z,29.7,70.96,424.72,0,1,26,26.33,64.93,,952.2,0,0,29.22,63.73,417.52,0,1,36,,0.0,,0,0,0,20.76,69.88,419.45,0,1,37,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,,51.58,417.52
2026-07-30T08:46:27.498Z,29.7,70.96,422.45,0,1,25,26.33,64.76,,952.1,0,0,29.24,63.5,417.77,0,1,33,,0.0,,0,0,0,20.73,69.92,418.4,0,1,27,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,,51.43,417.77
2026-07-30T08:46:32.497Z,29.7,70.97,420.2,0,1,21,26.33,64.6,,952.1,0,0,29.25,63.3,416.69,0,1,27,,0.0,,0,0,0,20.69,69.96,418.56,0,1,33,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,,51.29,416.69
2026-07-30T08:46:37.497Z,29.7,70.97,418.38,0,1,24,26.33,64.42,,952.2,0,0,29.27,63.08,417.72,0,1,36,,0.0,,0,0,0,20.66,69.99,419.3,0,1,35,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,,51.13,417.72
2026-07-30T08:46:42.496Z,29.69,70.97,418.54,0,1,33,26.32,64.24,,952.1,0,0,29.28,62.85,416.45,0,1,26,,0.0,,0,0,0,20.64,70.03,419.07,0,1,31,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,,50.97,416.45
