timestamp,outside_t,outside_h,outside_c,outside_p,outside_a,outside_v,room_1_t,room_1_h,room_1_c,room_1_p,room_1_a,room_1_v,room_2_t,room_2_h,room_2_c,room_2_p,room_2_a,room_2_v,room_3_t,room_3_h,room_3_c,room_3_p,room_3_a,room_3_v,supply_t,supply_h,supply_c,supply_p,supply_a,supply_v,return_t,return_h,return_c,return_p,return_a,return_v,mixed_t,mixed_h,mixed_c,mixed_p,mixed_a,mixed_v,cooler_t,cooler_h,cooler_c,cooler_p,cooler_a,cooler_v,heated_t,heated_h,heated_c,heated_p,heated_a,heated_v,mixer,fan,flowrate,coolerState,heaterState,humidifierState,m_sa_kgs,Tz_weighted,RHz_weighted,CO2z_weighted
2026-07-31T03:30:33.154Z,28.6,76.5,455.0,0,1,49,24.6,75.9,,955.4,0,0,28.2,70.0,406.0,0,1,26,,0.0,,0,0,0,19.9,70.3,423.0,0,1,34,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,26.04,73.54,406.0
2026-07-31T03:30:38.202Z,28.6,76.44,452.4,0,1,37,24.6,75.9,,955.4,0,0,28.2,70.0,405.4,0,1,21,,0.0,,0,0,0,19.9,70.3,423.5,0,1,36,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,26.04,73.54,405.4
2026-07-31T03:30:43.153Z,28.6,76.32,450.06,0,1,37,24.6,75.87,,955.4,0,0,28.2,69.98,406.56,0,1,31,,0.0,,0,0,0,19.9,70.3,423.95,0,1,36,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,26.04,73.51,406.56
2026-07-31T03:30:48.153Z,28.6,76.17,449.35,0,1,43,24.6,75.81,,955.4,0,0,28.2,69.91,406.9,0,1,28,,0.0,,0,0,0,19.89,70.32,425.66,0,1,42,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,26.04,73.45,406.9
2026-07-31T03:30:53.154Z,28.6,76.07,446.62,0,1,33,24.6,75.73,,955.5,0,0,28.2,69.82,406.31,0,1,24,,0.0,,0,0,0,19.87,70.35,426.19,0,1,38,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,26.04,73.37,406.31
2026-07-31T03:30:58.153Z,28.6,75.94,443.66,0,1,31,24.6,75.63,,955.4,0,0,28.2,69.72,406.08,0,1,26,,0.0,,0,0,0,19.84,70.37,425.97,0,1,34,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,26.04,73.27,406.08
2026-07-31T03:31:03.153Z,28.6,75.81,442.69,0,1,39,24.6,75.54,,955.4,0,0,28.2,69.63,408.97,0,1,40,,0.0,,0,0,0,19.82,70.4,426.27,0,1,37,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,26.04,73.18,408.97
2026-07-31T03:31:08.153Z,28.6,75.69,441.52,0,1,37,24.6,75.44,,955.4,0,0,28.2,69.53,410.78,0,1,36,,0.0,,0,0,0,19.79,70.42,425.65,0,1,32,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,26.04,73.08,410.78
2026-07-31T03:31:13.153Z,28.6,75.63,438.17,0,1,27,24.6,75.3,,955.4,0,0,28.2,69.4,409.7,0,1,20,,0.0,,0,0,0,19.75,70.44,424.28,0,1,29,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,26.04,72.94,409.7
2026-07-31T03:31:18.159Z,28.6,75.55,435.35,0,1,28,24.6,75.17,,955.4,0,0,28.2,69.28,409.13,0,1,25,,0.0,,0,0,0,19.71,70.47,423.45,0,1,31,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,26.04,72.81,409.13
2026-07-31T03:31:23.153Z,28.6,75.46,433.62,0,1,31,24.6,75.02,,955.4,0,0,28.2,69.17,408.22,0,1,15,,0.0,,0,0,0,19.68,70.5,423.81,0,1,36,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,26.04,72.68,408.22
2026-07-31T03:31:28.159Z,28.6,75.39,433.36,0,1,37,24.6,74.88,,955.4,0,0,28.2,69.05,408.69,0,1,29,,0.0,,0,0,0,19.64,70.54,424.43,0,1,37,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,26.04,72.55,408.69
2026-07-31T03:31:33.152Z,28.6,75.3,430.12,0,1,24,24.59,74.72,,955.4,0,0,28.2,68.91,409.73,0,1,32,,0.0,,0,0,0,19.61,70.6,423.68,0,1,31,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,100,50,0,0,0,0,0.0593,26.03,72.4,409.73
